Frequency (Hz)	Level (dB)
3364.562988	-65.178581
3369.946289	-56.737328
3375.329590	-63.866455
3380.712891	-47.070507
3386.096191	-39.876053
3391.479492	-41.094719
3396.862793	-44.890076
3402.246094	-34.457428
3407.629395	-19.428104
3413.012695	-18.396345
3418.395996	-29.490788
3423.779297	-53.937042
3429.162598	-51.180748
3434.545898	-49.628769
3439.929199	-46.442230
3445.312500	-43.861568
3450.695801	-29.640398
3456.079102	-28.276291
3461.462402	-40.091713
3466.845703	-54.835499
3472.229004	-61.584099
3477.612305	-62.997509
3482.995605	-59.631557
3488.378906	-69.492767
3493.762207	-60.571514
3499.145508	-64.231064
3504.528809	-67.243828
3509.912109	-65.293861
3515.295410	-65.651527
3520.678711	-67.145004
3526.062012	-69.902443
3531.445312	-72.211861
3536.828613	-69.013412
3542.211914	-68.853348
3547.595215	-67.304436
3552.978516	-67.154419
3558.361816	-70.954735
3563.745117	-71.815903
3569.128418	-74.496033
3574.511719	-75.412575
3579.895020	-70.226105
3585.278320	-67.830139
3590.661621	-68.249054
3596.044922	-71.280304
3601.428223	-69.850342
3606.811523	-70.198067
3612.194824	-75.556435
3617.578125	-80.008171
3622.961426	-75.815598
3628.344727	-73.577324
3633.728027	-77.008232
3639.111328	-75.815971
3644.494629	-72.695953
3649.877930	-71.311676
3655.261230	-77.626434
3660.644531	-77.655617
3666.027832	-74.173615
3671.411133	-72.533592
3676.794434	-72.779610
3682.177734	-73.083351
3687.561035	-72.172897
3692.944336	-76.657326
3698.327637	-73.779945
3703.710938	-73.673073
3709.094238	-74.500206
3714.477539	-74.950478
3719.860840	-75.486771
3725.244141	-76.271744
3730.627441	-82.823792
3736.010742	-77.068214
3741.394043	-67.456787
3746.777344	-65.939339
3752.160645	-67.615410
3757.543945	-71.868713
3762.927246	-69.516991
3768.310547	-69.093620
3773.693848	-76.346939
3779.077148	-81.547455
3784.460449	-72.694008
3789.843750	-68.478867
3795.227051	-69.960449
3800.610352	-73.861488
3805.993652	-70.934944
3811.376953	-67.044449
3816.760254	-67.533401
3822.143555	-69.439865
3827.526855	-70.784164
3832.910156	-72.703987
3838.293457	-70.345428
3843.676758	-68.621109
3849.060059	-71.951561
3854.443359	-82.273575
3859.826660	-81.786530
3865.209961	-74.085640
3870.593262	-75.036469
3875.976562	-77.015015
3881.359863	-79.615280
3886.743164	-88.848816
3892.126465	-79.288864
3897.509766	-78.545067
3902.893066	-80.112831
3908.276367	-83.344208
3913.659668	-74.164711
3919.042969	-72.570686
3924.426270	-75.571831
3929.809570	-81.211433
3935.192871	-81.198074
3940.576172	-76.712349
3945.959473	-79.372360
3951.342773	-89.422775
3956.726074	-81.178558
3962.109375	-85.731735
3967.492676	-82.504295
3972.875977	-79.605362
3978.259277	-82.105469
3983.642578	-85.811836
3989.025879	-81.791420
3994.409180	-80.289627
3999.792480	-88.365265
4005.175781	-80.845627
4010.559082	-82.610626
4015.942383	-75.417198
4021.325684	-76.293007
4026.708984	-86.170273
4032.092285	-85.231857
4037.475586	-82.157074
4042.858887	-85.805687
4048.242188	-83.973862
4053.625488	-84.594574
4059.008789	-77.614326
4064.392090	-72.039940
4069.775391	-70.576149
4075.158691	-71.562866
4080.541992	-79.609604
4085.925293	-82.006638
4091.308594	-79.568771
4096.691895	-75.058472
4102.075195	-74.772995
4107.458496	-80.463486
4112.841797	-79.480789
4118.225098	-72.473351
4123.608398	-69.156769
4128.991699	-72.222321
4134.375000	-80.325592
4139.758301	-76.624542
4145.141602	-73.521523
4150.524902	-74.600159
4155.908203	-76.985931
4161.291504	-72.814178
4166.674805	-72.601250
4172.058105	-72.679260
4177.441406	-77.703751
4182.824707	-73.555359
4188.208008	-76.797676
4193.591309	-72.769066
4198.974609	-78.476898
4204.357910	-82.638351
4209.741211	-77.044342
4215.124512	-77.410789
4220.507812	-79.953598
4225.891113	-79.596039
4231.274414	-75.431870
4236.657715	-74.164330
4242.041016	-76.913162
4247.424316	-84.412132
4252.807617	-83.437660
4258.190918	-87.067436
4263.574219	-85.670998
4268.957520	-83.330872
4274.340820	-84.410049
4279.724121	-85.178764
4285.107422	-81.263870
4290.490723	-85.978363
4295.874023	-87.392090
4301.257324	-80.652420
4306.640625	-74.583824
4312.023926	-73.527115
4317.407227	-75.390526
4322.790527	-84.209412
4328.173828	-84.093987
4333.557129	-80.004875
4338.940430	-86.287094
4344.323730	-81.365227
4349.707031	-80.818741
4355.090332	-82.650307
4360.473633	-85.462486
4365.856934	-79.501831
4371.240234	-79.645172
4376.623535	-81.527954
4382.006836	-82.519073
4387.390137	-85.498306
4392.773438	-82.145226
4398.156738	-81.384926
4403.540039	-86.297440
4408.923340	-82.927307
4414.306641	-79.755325
4419.689941	-83.329247
4425.073242	-90.072975
4430.456543	-86.778030
4435.839844	-82.011589
4441.223145	-82.088524
4446.606445	-83.414291
4451.989746	-90.325119
4457.373047	-83.044029
