Frequency (Hz)	Level (dB)
4672.705078	-83.949875
4678.088379	-81.584274
4683.471680	-83.164162
4688.854980	-90.056328
4694.238281	-82.007126
4699.621582	-82.640480
4705.004883	-85.462891
4710.388184	-86.825394
4715.771484	-87.587547
4721.154785	-83.100128
4726.538086	-82.681480
4731.921387	-90.878639
4737.304688	-87.889198
4742.687988	-85.307083
4748.071289	-86.444046
4753.454590	-88.554993
4758.837891	-90.000198
4764.221191	-90.353264
4769.604492	-85.661003
4774.987793	-89.230438
4780.371094	-89.581451
4785.754395	-91.179375
4791.137695	-91.738152
4796.520996	-81.646210
4801.904297	-80.371056
4807.287598	-94.287796
4812.670898	-85.462791
4818.054199	-88.947403
4823.437500	-84.816147
4828.820801	-83.762100
4834.204102	-86.360260
4839.587402	-81.133430
4844.970703	-82.420410
4850.354004	-90.408554
4855.737305	-82.231804
4861.120605	-80.571831
4866.503906	-91.989517
4871.887207	-83.016441
4877.270508	-88.254555
4882.653809	-90.727478
4888.037109	-91.871468
4893.420410	-84.942566
4898.803711	-86.271347
4904.187012	-85.492294
4909.570312	-87.063950
4914.953613	-89.777214
4920.336914	-91.359123
4925.720215	-94.900162
4931.103516	-92.259857
4936.486816	-102.166061
4941.870117	-102.675728
4947.253418	-97.265038
4952.636719	-93.359161
4958.020020	-98.349205
4963.403320	-103.868263
4968.786621	-111.635201
4974.169922	-114.952797
4979.553223	-108.961861
4984.936523	-101.446548
4990.319824	-94.953209
4995.703125	-92.404495
5001.086426	-90.441849
5006.469727	-87.944275
5011.853027	-86.113678
5017.236328	-84.764839
5022.619629	-83.775070
5028.002930	-82.858727
5033.386230	-82.351341
5038.769531	-82.168724
5044.152832	-83.000801
5049.536133	-84.549881
5054.919434	-85.633484
5060.302734	-86.817207
5065.686035	-88.633842
5071.069336	-92.326645
5076.452637	-90.558617
5081.835938	-88.703606
5087.219238	-87.743797
5092.602539	-87.881088
5097.985840	-89.200478
5103.369141	-97.527100
5108.752441	-95.205490
5114.135742	-98.028877
5119.519043	-98.543282
5124.902344	-87.078461
5130.285645	-82.286842
5135.668945	-92.890083
5141.052246	-91.518303
5146.435547	-92.867889
5151.818848	-86.070389
5157.202148	-89.522659
5162.585449	-87.393402
5167.968750	-82.485229
5173.352051	-82.801582
5178.735352	-85.672096
5184.118652	-86.706802
5189.501953	-87.169662
5194.885254	-88.940323
5200.268555	-91.586662
5205.651855	-91.859642
5211.035156	-89.223053
5216.418457	-88.153336
5221.801758	-87.037117
5227.185059	-85.485085
5232.568359	-84.011742
5237.951660	-83.069229
5243.334961	-82.440880
5248.718262	-82.429276
5254.101562	-82.873215
5259.484863	-83.316849
5264.868164	-83.221451
5270.251465	-83.384369
5275.634766	-84.293091
5281.018066	-86.632858
5286.401367	-91.626801
5291.784668	-104.412575
5297.167969	-95.419189
5302.551270	-89.932846
5307.934570	-86.682495
5313.317871	-84.500542
5318.701172	-83.575912
5324.084473	-83.256317
5329.467773	-83.058449
5334.851074	-83.256149
5340.234375	-84.481148
5345.617676	-87.009727
5351.000977	-90.995415
5356.384277	-97.162056
5361.767578	-102.467125
5367.150879	-96.762375
5372.534180	-94.091385
